"","Federal Provider Number","facility_size","allshortages_ppe","allshortages_staff","Provider State","totdeaths_residents","anyshortage_staff","anyshortage_ppe"
"545","055047","1",1,29,"CA",108.7,"1","1"
"546","055049","1",0,29,"CA",200,"1","0"
"547","055052","2",0,30,"CA",20.6,"1","0"
"548","055056","1",0,30,"CA",122.4,"1","0"
"549","055060","1",0,30,"CA",51.3,"1","0"
"550","055064","1",0,30,"CA",0,"1","0"
"551","055067","1",0,30,"CA",19.6,"1","0"
"552","055072","2",0,30,"CA",12.7,"1","0"
"553","055074","2",0,30,"CA",13.2,"1","0"
"554","055076","2",0,30,"CA",37.5,"1","0"
"555","055077","2",0,30,"CA",10.9,"1","0"
"556","055078","1",0,30,"CA",17.9,"1","0"
"557","055079","2",0,30,"CA",71.4,"1","0"
"558","055084","1",0,29,"CA",26.3,"1","0"
"559","055085","1",0,30,"CA",69,"1","0"
"560","055092","1",0,30,"CA",85.7,"1","0"
"561","055093","1",0,30,"CA",0,"1","0"
"562","055099","1",0,30,"CA",0,"1","0"
"563","055104","1",0,30,"CA",84.7,"1","0"
"564","055105","1",0,30,"CA",181.8,"1","0"
"565","055107","1",0,30,"CA",0,"1","0"
"566","055109","1",0,30,"CA",27.4,"1","0"
"567","055111","1",0,30,"CA",13.7,"1","0"
"568","055114","2",0,30,"CA",73.5,"1","0"
"569","055115","1",0,30,"CA",44.4,"1","0"
"570","055116","1",0,30,"CA",35.7,"1","0"
"571","055119","1",0,30,"CA",0,"1","0"
"572","055121","2",1,28,"CA",172.8,"1","1"
"573","055123","1",0,30,"CA",14.1,"1","0"
"574","055129","1",0,30,"CA",81.1,"1","0"
"575","055135","1",0,30,"CA",937.5,"1","0"
"576","055136","1",0,30,"CA",0,"1","0"
"577","055139","1",0,29,"CA",0,"1","0"
"578","055141","2",0,30,"CA",188.9,"1","0"
"579","055142","1",0,30,"CA",300,"1","0"
"580","055146","1",0,30,"CA",0,"1","0"
"581","055147","2",0,30,"CA",150.4,"1","0"
"582","055150","2",0,29,"CA",22.2,"1","0"
"583","055153","1",0,27,"CA",157.1,"1","0"
"584","055155","1",0,30,"CA",40.8,"1","0"
"585","055156","1",0,30,"CA",0,"1","0"
"586","055157","2",0,30,"CA",27.8,"1","0"
"587","055160","1",0,30,"CA",687.5,"1","0"
"588","055161","1",0,30,"CA",0,"1","0"
"589","055162","1",0,30,"CA",118.6,"1","0"
"590","055163","1",0,30,"CA",75.5,"1","0"
"591","055167","1",0,30,"CA",0,"1","0"
"592","055168","1",0,30,"CA",0,"1","0"
"593","055169","2",3,29,"CA",14,"1","1"
"594","055170","1",0,30,"CA",142.9,"1","0"
"595","055173","1",0,30,"CA",150.9,"1","0"
"596","055175","1",0,29,"CA",0,"1","0"
"597","055181","2",1,30,"CA",215.2,"1","1"
"598","055182","2",0,30,"CA",8.5,"1","0"
"599","055183","2",0,29,"CA",0,"1","0"
"600","055185","2",0,30,"CA",28.2,"1","0"
"601","055187","1",0,30,"CA",32.3,"1","0"
"602","055188","1",0,30,"CA",0,"1","0"
"603","055189","1",0,30,"CA",0,"1","0"
"604","055191","1",0,30,"CA",305.6,"1","0"
"605","055196","1",0,30,"CA",0,"1","0"
"606","055199","2",0,30,"CA",15.6,"1","0"
"607","055201","2",0,30,"CA",208.8,"1","0"
"608","055202","1",0,30,"CA",722.2,"1","0"
"609","055204","2",0,30,"CA",288.5,"1","0"
"610","055206","2",0,30,"CA",108.1,"1","0"
"611","055208","1",0,30,"CA",0,"1","0"
"612","055210","1",0,30,"CA",0,"1","0"
"613","055211","2",0,30,"CA",7.5,"1","0"
"614","055212","1",0,28,"CA",17.5,"1","0"
"615","055213","2",0,19,"CA",19.4,"1","0"
"616","055215","1",0,29,"CA",64.9,"1","0"
"617","055222","1",0,29,"CA",0,"1","0"
"618","055223","1",0,30,"CA",180,"1","0"
"619","055237","1",0,30,"CA",37.7,"1","0"
"620","055239","1",0,30,"CA",0,"1","0"
"621","055240","1",0,30,"CA",14.5,"1","0"
"622","055241","1",0,29,"CA",98.4,"1","0"
"623","055242","1",0,30,"CA",28.6,"1","0"
"624","055247","1",0,30,"CA",0,"1","0"
"625","055249","1",0,30,"CA",83.3,"1","0"
"626","055252","2",0,30,"CA",79.4,"1","0"
"627","055253","2",0,8,"CA",19.2,"1","0"
"628","055255","1",0,30,"CA",45.5,"1","0"
"629","055256","2",0,30,"CA",13.3,"1","0"
"630","055258","2",0,30,"CA",0,"1","0"
"631","055259","1",0,30,"CA",0,"1","0"
"632","055261","1",0,30,"CA",0,"1","0"
"633","055262","1",0,30,"CA",161.3,"1","0"
"634","055268","1",0,30,"CA",35.7,"1","0"
"635","055271","1",0,30,"CA",0,"1","0"
"636","055276","1",0,30,"CA",21.7,"1","0"
"637","055280","1",0,30,"CA",246.4,"1","0"
"638","055282","1",0,30,"CA",95.2,"1","0"
"639","055283","1",0,30,"CA",0,"1","0"
"640","055286","1",0,30,"CA",0,"1","0"
"641","055287","1",0,30,"CA",108.7,"1","0"
"642","055288","1",0,30,"CA",263.2,"1","0"
"643","055289","1",0,30,"CA",160.7,"1","0"
"644","055292","1",0,30,"CA",0,"1","0"
"645","055293","2",0,30,"CA",198.2,"1","0"
"646","055296","1",0,29,"CA",205.9,"1","0"
"647","055297","1",0,30,"CA",43.5,"1","0"
"648","055298","1",0,30,"CA",0,"1","0"
"649","055299","1",0,30,"CA",83.3,"1","0"
"650","055303","1",0,30,"CA",0,"1","0"
"651","055304","1",0,28,"CA",58,"1","0"
"652","055305","1",0,30,"CA",19.2,"1","0"
"653","055307","1",0,30,"CA",296.3,"1","0"
"654","055308","2",0,28,"CA",150,"1","0"
"655","055311","1",0,30,"CA",0,"1","0"
"656","055315","2",0,30,"CA",26.3,"1","0"
"657","055316","2",0,29,"CA",279.1,"1","0"
"658","055318","2",0,30,"CA",96.8,"1","0"
"659","055322","2",0,30,"CA",0,"1","0"
"660","055328","1",0,30,"CA",111.1,"1","0"
"661","055329","1",0,30,"CA",22.7,"1","0"
"662","055330","1",0,29,"CA",72.5,"1","0"
"663","055331","1",0,30,"CA",24.4,"1","0"
"664","055335","1",0,30,"CA",40,"1","0"
"665","055338","1",0,28,"CA",111.1,"1","0"
"666","055341","1",0,30,"CA",1583.3,"1","0"
"667","055342","2",0,30,"CA",13,"1","0"
"668","055344","1",0,30,"CA",0,"1","0"
"669","055350","1",0,30,"CA",108.1,"1","0"
"670","055353","1",0,30,"CA",0,"1","0"
"671","055354","2",0,30,"CA",14.7,"1","0"
"672","055356","1",0,30,"CA",0,"1","0"
"673","055360","1",0,30,"CA",342.1,"1","0"
"674","055361","1",0,30,"CA",0,"1","0"
"675","055364","2",0,28,"CA",0,"1","0"
"676","055372","1",0,30,"CA",255.8,"1","0"
"677","055374","2",0,30,"CA",89.3,"1","0"
"678","055376","1",0,30,"CA",0,"1","0"
"679","055387","1",0,30,"CA",0,"1","0"
"680","055388","1",0,30,"CA",0,"1","0"
"681","055394","1",0,30,"CA",52.6,"1","0"
"682","055401","1",0,29,"CA",73.2,"1","0"
"683","055402","2",0,30,"CA",25.4,"1","0"
"684","055407","2",0,23,"CA",0,"1","0"
"685","055408","1",0,30,"CA",0,"1","0"
"686","055409","2",0,30,"CA",100.8,"1","0"
"687","055410","2",0,30,"CA",275.4,"1","0"
"688","055412","1",0,30,"CA",15.4,"1","0"
"689","055417","1",0,30,"CA",187.5,"1","0"
"690","055423","1",0,29,"CA",171.4,"1","0"
"691","055430","2",0,30,"CA",135.9,"1","0"
"692","055434","1",0,29,"CA",235.3,"1","0"
"693","055435","1",0,30,"CA",74.1,"1","0"
"694","055438","2",0,30,"CA",424.7,"1","0"
"695","055441","1",0,30,"CA",64.5,"1","0"
"696","055443","2",0,30,"CA",555.6,"1","0"
"697","055446","1",0,30,"CA",0,"1","0"
"698","055448","1",0,30,"CA",241.4,"1","0"
"699","055449","1",0,30,"CA",38.5,"1","0"
"700","055454","1",0,30,"CA",0,"1","0"
"701","055457","1",0,30,"CA",14.1,"1","0"
"702","055459","1",0,30,"CA",72.3,"1","0"
"703","055461","1",0,28,"CA",0,"1","0"
"704","055462","1",0,30,"CA",29,"1","0"
"705","055464","1",0,28,"CA",95.2,"1","0"
"706","055466","1",0,30,"CA",0,"1","0"
"707","055473","2",0,30,"CA",56.8,"1","0"
"708","055475","1",0,30,"CA",85.7,"1","0"
"709","055480","1",0,30,"CA",26.3,"1","0"
"710","055481","2",0,30,"CA",252.4,"1","0"
"711","055488","1",0,30,"CA",102,"1","0"
"712","055489","1",0,30,"CA",0,"1","0"
"713","055491","1",0,30,"CA",181.8,"1","0"
"714","055493","2",0,30,"CA",0,"1","0"
"715","055497","1",0,30,"CA",29.9,"1","0"
"716","055499","1",0,30,"CA",95.2,"1","0"
"717","055500","1",0,30,"CA",0,"1","0"
"718","055504","1",0,30,"CA",727.3,"1","0"
"719","055505","1",0,30,"CA",0,"1","0"
"720","055508","2",0,30,"CA",0,"1","0"
"721","055510","1",0,30,"CA",37,"1","0"
"722","055512","1",0,30,"CA",78.9,"1","0"
"723","055516","1",0,29,"CA",56.6,"1","0"
"724","055517","1",0,30,"CA",142.9,"1","0"
"725","055518","1",0,30,"CA",83.3,"1","0"
"726","055519","1",0,30,"CA",69,"1","0"
"727","055523","2",0,30,"CA",89.3,"1","0"
"728","055525","1",0,30,"CA",47.6,"1","0"
"729","055526","1",0,30,"CA",164.2,"1","0"
"730","055527","1",1,25,"CA",228.1,"1","1"
"731","055531","2",0,30,"CA",597.8,"1","0"
"732","055534","1",0,30,"CA",0,"1","0"
"733","055538","1",0,30,"CA",125,"1","0"
"734","055539","1",0,30,"CA",52.6,"1","0"
"735","055540","1",0,30,"CA",162.2,"1","0"
"736","055541","1",0,30,"CA",0,"1","0"
"737","055542","1",0,30,"CA",0,"1","0"
"738","055544","1",0,30,"CA",0,"1","0"
"739","055548","1",0,30,"CA",181.8,"1","0"
"740","055551","1",0,30,"CA",54.8,"1","0"
"741","055557","1",0,30,"CA",81.6,"1","0"
"742","055559","1",0,29,"CA",173.9,"1","0"
"743","055562","1",0,30,"CA",41.7,"1","0"
"744","055563","1",0,25,"CA",243.2,"1","0"
"745","055565","2",0,29,"CA",9.1,"1","0"
"746","055566","1",0,30,"CA",0,"1","0"
"747","055568","2",0,30,"CA",43.5,"1","0"
"748","055570","1",0,30,"CA",0,"1","0"
"749","055571","2",0,30,"CA",135.9,"1","0"
"750","055573","1",0,29,"CA",250,"1","0"
"751","055575","1",0,30,"CA",14.5,"1","0"
"752","055581","2",0,30,"CA",29.9,"1","0"
"753","055585","1",0,30,"CA",32.8,"1","0"
"754","055597","1",0,27,"CA",33.9,"1","0"
"755","055598","1",0,30,"CA",0,"1","0"
"756","055601","1",0,30,"CA",50.6,"1","0"
"757","055604","2",0,30,"CA",9.9,"1","0"
"758","055608","1",0,30,"CA",61.2,"1","0"
"759","055612","1",0,30,"CA",111.1,"1","0"
"760","055617","1",0,29,"CA",0,"1","0"
"761","055619","2",0,30,"CA",133.3,"1","0"
"762","055622","1",1,28,"CA",139.5,"1","1"
"763","055626","2",0,29,"CA",8.4,"1","0"
"764","055632","1",0,30,"CA",24.4,"1","0"
"765","055635","2",0,30,"CA",129.4,"1","0"
"766","055640","1",0,30,"CA",305.6,"1","0"
"767","055645","2",0,30,"CA",38.1,"1","0"
"768","055646","1",0,30,"CA",44.4,"1","0"
"769","055649","1",0,30,"CA",127.7,"1","0"
"770","055650","1",0,30,"CA",20.8,"1","0"
"771","055653","2",0,30,"CA",19.8,"1","0"
"772","055656","1",0,30,"CA",171.4,"1","0"
"773","055658","1",0,27,"CA",218.8,"1","0"
"774","055662","1",0,29,"CA",109.4,"1","0"
"775","055664","2",0,30,"CA",225.8,"1","0"
"776","055670","1",0,30,"CA",113.6,"1","0"
"777","055671","1",0,30,"CA",34.5,"1","0"
"778","055674","1",0,30,"CA",0,"1","0"
"779","055677","1",0,30,"CA",0,"1","0"
"780","055684","1",0,30,"CA",0,"1","0"
"781","055685","1",0,28,"CA",41.7,"1","0"
"782","055689","1",0,30,"CA",0,"1","0"
"783","055693","1",0,30,"CA",0,"1","0"
"784","055697","1",0,30,"CA",283,"1","0"
"785","055698","1",0,30,"CA",102.9,"1","0"
"786","055704","1",0,30,"CA",0,"1","0"
"787","055706","2",0,30,"CA",173.5,"1","0"
"788","055707","1",0,30,"CA",88.2,"1","0"
"789","055708","2",0,30,"CA",120.5,"1","0"
"790","055710","1",1,30,"CA",14.9,"1","1"
"791","055711","1",0,30,"CA",0,"1","0"
"792","055715","1",0,29,"CA",0,"1","0"
"793","055718","1",0,30,"CA",225.8,"1","0"
"794","055719","1",0,30,"CA",66.7,"1","0"
"795","055728","1",0,30,"CA",176.5,"1","0"
"796","055733","1",0,30,"CA",38.5,"1","0"
"797","055734","1",0,30,"CA",0,"1","0"
"798","055735","2",0,30,"CA",11.1,"1","0"
"799","055737","2",0,30,"CA",41.1,"1","0"
"800","055739","1",0,30,"CA",0,"1","0"
"801","055742","1",0,29,"CA",186.7,"1","0"
"802","055744","2",0,30,"CA",98,"1","0"
"803","055748","1",0,29,"CA",62.5,"1","0"
"804","055750","2",0,30,"CA",55.2,"1","0"
"805","055753","2",0,30,"CA",47,"1","0"
"806","055755","1",0,29,"CA",102,"1","0"
"807","055756","1",0,28,"CA",303,"1","0"
"808","055758","1",0,16,"CA",375,"1","0"
"809","055760","1",0,30,"CA",16.9,"1","0"
"810","055761","1",0,30,"CA",0,"1","0"
"811","055764","2",0,28,"CA",23,"1","0"
"812","055775","1",0,30,"CA",242.4,"1","0"
"813","055776","2",0,30,"CA",7.8,"1","0"
"814","055795","1",0,28,"CA",30.8,"1","0"
"815","055797","2",0,30,"CA",90.9,"1","0"
"816","055798","2",0,30,"CA",57.4,"1","0"
"817","055799","1",0,30,"CA",156.3,"1","0"
"818","055800","1",0,30,"CA",0,"1","0"
"819","055806","2",0,30,"CA",65.6,"1","0"
"820","055807","1",0,30,"CA",0,"1","0"
"821","055816","1",0,30,"CA",0,"1","0"
"822","055817","1",0,30,"CA",363.6,"1","0"
"823","055818","1",0,25,"CA",41.7,"1","0"
"824","055826","1",0,26,"CA",347.8,"1","0"
"825","055830","1",0,29,"CA",28.2,"1","0"
"826","055833","2",0,29,"CA",161.8,"1","0"
"827","055839","1",0,19,"CA",136.4,"1","0"
"828","055845","2",0,30,"CA",142.9,"1","0"
"829","055846","1",0,30,"CA",0,"1","0"
"830","055848","1",0,30,"CA",292.7,"1","0"
"831","055849","1",0,30,"CA",163.9,"1","0"
"832","055850","2",0,29,"CA",12.7,"1","0"
"833","055853","1",0,30,"CA",54.1,"1","0"
"834","055854","1",0,30,"CA",25.6,"1","0"
"835","055855","2",0,30,"CA",76.1,"1","0"
"836","055856","1",0,30,"CA",102.6,"1","0"
"837","055858","1",0,29,"CA",180.3,"1","0"
"838","055861","1",0,30,"CA",184.2,"1","0"
"839","055862","1",0,30,"CA",178.6,"1","0"
"840","055866","1",0,30,"CA",0,"1","0"
"841","055869","1",0,30,"CA",19.2,"1","0"
"842","055870","1",0,30,"CA",223.9,"1","0"
"843","055871","1",0,30,"CA",32.3,"1","0"
"844","055872","1",0,30,"CA",190.5,"1","0"
"845","055873","2",0,30,"CA",37.4,"1","0"
"846","055874","1",0,26,"CA",13.9,"1","0"
"847","055876","1",0,24,"CA",104.2,"1","0"
"848","055884","2",0,27,"CA",351.4,"1","0"
"849","055885","2",1,27,"CA",54.8,"1","1"
"850","055886","2",0,30,"CA",129.3,"1","0"
"851","055887","1",0,30,"CA",56.3,"1","0"
"852","055888","2",0,30,"CA",50.8,"1","0"
"853","055890","1",0,30,"CA",233.3,"1","0"
"854","055892","1",0,29,"CA",107.1,"1","0"
"855","055894","1",0,30,"CA",350,"1","0"
"856","055899","2",0,23,"CA",61,"1","0"
"857","055906","1",0,30,"CA",657.9,"1","0"
"858","055910","1",0,30,"CA",104.5,"1","0"
"859","055914","1",0,30,"CA",233.3,"1","0"
"860","055916","1",0,30,"CA",128.6,"1","0"
"861","055917","1",0,29,"CA",333.3,"1","0"
"862","055918","1",0,0,"CA",268.3,"0","0"
"863","055919","1",0,30,"CA",0,"1","0"
"864","055922","2",0,29,"CA",114.3,"1","0"
"865","055929","1",0,30,"CA",42.9,"1","0"
"866","055932","2",0,30,"CA",150.4,"1","0"
"867","055935","1",0,28,"CA",34.5,"1","0"
"868","055952","2",0,30,"CA",17.1,"1","0"
"869","055954","1",0,30,"CA",414.6,"1","0"
"870","055955","2",0,29,"CA",13.3,"1","0"
"871","055956","1",0,29,"CA",27.8,"1","0"
"872","055957","1",0,30,"CA",166.7,"1","0"
"873","055959","1",0,29,"CA",276.6,"1","0"
"874","055960","1",0,30,"CA",87.7,"1","0"
"875","055962","1",0,28,"CA",14.5,"1","0"
"876","055963","2",0,28,"CA",61.5,"1","0"
"877","055964","2",0,30,"CA",15.9,"1","0"
"878","055968","2",0,30,"CA",89.3,"1","0"
"879","055977","1",0,30,"CA",176.5,"1","0"
"880","055979","1",0,30,"CA",224.5,"1","0"
"881","055983","1",0,30,"CA",306.1,"1","0"
"882","055984","2",0,29,"CA",122.2,"1","0"
"883","055987","2",0,27,"CA",139.5,"1","0"
"884","055988","2",0,30,"CA",81.1,"1","0"
"885","055989","1",0,30,"CA",409.8,"1","0"
"886","055991","2",0,30,"CA",0,"1","0"
"887","055992","1",0,30,"CA",57.7,"1","0"
"888","055995","2",0,30,"CA",50,"1","0"
"889","055996","2",0,30,"CA",132.4,"1","0"
"890","056007","1",0,30,"CA",109.4,"1","0"
"891","056008","1",0,30,"CA",60,"1","0"
"892","056010","2",0,30,"CA",203.5,"1","0"
"893","056014","1",0,30,"CA",217.4,"1","0"
"894","056017","2",0,30,"CA",130.4,"1","0"
"895","056019","1",0,30,"CA",97.6,"1","0"
"896","056021","1",0,28,"CA",52.6,"1","0"
"897","056023","2",0,30,"CA",14.3,"1","0"
"898","056024","1",0,30,"CA",294.9,"1","0"
"899","056026","1",0,30,"CA",0,"1","0"
"900","056031","2",0,30,"CA",0,"1","0"
"901","056035","1",0,28,"CA",83.3,"1","0"
"902","056037","1",0,30,"CA",0,"1","0"
"903","056039","2",0,30,"CA",119.2,"1","0"
"904","056040","2",0,30,"CA",80.6,"1","0"
"905","056042","1",0,30,"CA",37.7,"1","0"
"906","056043","2",0,30,"CA",89.7,"1","0"
"907","056048","1",0,30,"CA",245.6,"1","0"
"908","056052","2",0,30,"CA",108.1,"1","0"
"909","056053","1",0,30,"CA",116.7,"1","0"
"910","056055","1",0,30,"CA",0,"1","0"
"911","056056","2",0,30,"CA",165,"1","0"
"912","056058","1",0,30,"CA",95.2,"1","0"
"913","056062","1",0,29,"CA",26.3,"1","0"
"914","056063","1",0,29,"CA",158.7,"1","0"
"915","056065","2",0,29,"CA",266.7,"1","0"
"916","056066","2",0,30,"CA",182.9,"1","0"
"917","056069","2",0,30,"CA",92.9,"1","0"
"918","056071","1",0,30,"CA",66.7,"1","0"
"919","056072","1",0,30,"CA",166.7,"1","0"
"920","056073","1",0,30,"CA",118.6,"1","0"
"921","056074","2",0,28,"CA",56,"1","0"
"922","056076","1",0,30,"CA",29,"1","0"
"923","056077","1",0,30,"CA",0,"1","0"
"924","056078","1",0,30,"CA",105.3,"1","0"
"925","056079","2",0,30,"CA",66.4,"1","0"
"926","056080","2",0,30,"CA",218.8,"1","0"
"927","056082","2",0,30,"CA",0,"1","0"
"928","056083","1",0,29,"CA",206.9,"1","0"
"929","056084","2",0,30,"CA",201.8,"1","0"
"930","056086","1",0,30,"CA",0,"1","0"
"931","056090","2",0,30,"CA",0,"1","0"
"932","056092","2",0,30,"CA",0,"1","0"
"933","056095","1",0,30,"CA",93.8,"1","0"
"934","056096","1",0,30,"CA",0,"1","0"
"935","056098","1",0,28,"CA",100,"1","0"
"936","056100","1",0,30,"CA",70.2,"1","0"
"937","056101","2",0,30,"CA",72.5,"1","0"
"938","056103","2",0,30,"CA",0,"1","0"
"939","056104","1",0,30,"CA",0,"1","0"
"940","056105","2",0,30,"CA",51.5,"1","0"
"941","056107","1",0,30,"CA",0,"1","0"
"942","056109","1",0,30,"CA",0,"1","0"
"943","056110","2",0,29,"CA",16.9,"1","0"
"944","056111","1",0,30,"CA",15.9,"1","0"
"945","056113","2",0,30,"CA",178.6,"1","0"
"946","056114","1",0,30,"CA",641,"1","0"
"947","056115","1",0,29,"CA",190.5,"1","0"
"948","056116","2",0,30,"CA",11.2,"1","0"
"949","056117","2",0,29,"CA",269.2,"1","0"
"950","056118","2",0,30,"CA",148.6,"1","0"
"951","056121","1",0,30,"CA",25.6,"1","0"
"952","056122","2",0,29,"CA",246.6,"1","0"
"953","056124","2",1,30,"CA",211.5,"1","1"
"954","056125","1",0,30,"CA",500,"1","0"
"955","056127","1",0,30,"CA",333.3,"1","0"
"956","056129","2",0,30,"CA",289.3,"1","0"
"957","056132","1",0,30,"CA",63.5,"1","0"
"958","056133","2",0,30,"CA",144.6,"1","0"
"959","056136","1",0,30,"CA",126.3,"1","0"
"960","056137","1",0,30,"CA",102.3,"1","0"
"961","056139","1",0,30,"CA",18.2,"1","0"
"962","056143","1",0,30,"CA",305.6,"1","0"
"963","056144","1",0,30,"CA",156.9,"1","0"
"964","056145","1",0,30,"CA",0,"1","0"
"965","056148","1",0,29,"CA",94.3,"1","0"
"966","056149","2",0,30,"CA",102.7,"1","0"
"967","056150","1",0,30,"CA",379.3,"1","0"
"968","056151","1",0,30,"CA",60.6,"1","0"
"969","056153","2",0,30,"CA",0,"1","0"
"970","056155","2",0,29,"CA",111.1,"1","0"
"971","056157","1",0,30,"CA",44.8,"1","0"
"972","056158","2",0,30,"CA",101.3,"1","0"
"973","056159","2",0,30,"CA",24.7,"1","0"
"974","056162","1",0,30,"CA",58.8,"1","0"
"975","056164","2",0,30,"CA",147.1,"1","0"
"976","056166","2",0,30,"CA",173.5,"1","0"
"977","056167","1",0,30,"CA",181.8,"1","0"
"978","056168","1",0,28,"CA",58.8,"1","0"
"979","056169","2",0,30,"CA",233.8,"1","0"
"980","056170","1",1,30,"CA",134.3,"1","1"
"981","056176","2",0,30,"CA",21.5,"1","0"
"982","056177","2",0,29,"CA",0,"1","0"
"983","056178","1",0,30,"CA",142.9,"1","0"
"984","056180","1",0,30,"CA",0,"1","0"
"985","056182","1",0,28,"CA",0,"1","0"
"986","056183","2",0,30,"CA",166.7,"1","0"
"987","056185","1",0,30,"CA",100,"1","0"
"988","056186","2",0,30,"CA",12,"1","0"
"989","056188","2",0,30,"CA",106.6,"1","0"
"990","056189","1",0,30,"CA",0,"1","0"
"991","056189","2",0,30,"CA",0,"1","0"
"992","056190","2",0,30,"CA",209.7,"1","0"
"993","056192","2",0,30,"CA",73.2,"1","0"
"994","056194","1",0,30,"CA",98,"1","0"
"995","056195","2",0,30,"CA",72.2,"1","0"
"996","056198","2",0,30,"CA",386.4,"1","0"
"997","056200","1",0,30,"CA",0,"1","0"
"998","056201","1",0,30,"CA",222.2,"1","0"
"999","056203","2",0,30,"CA",0,"1","0"
"1000","056205","1",0,29,"CA",0,"1","0"
"1001","056206","1",0,30,"CA",48.4,"1","0"
"1002","056207","2",0,30,"CA",155.3,"1","0"
"1003","056212","2",0,29,"CA",83.3,"1","0"
"1004","056213","2",0,29,"CA",27,"1","0"
"1005","056214","2",0,30,"CA",100,"1","0"
"1006","056215","1",0,30,"CA",0,"1","0"
"1007","056216","2",0,29,"CA",72.3,"1","0"
"1008","056218","1",0,30,"CA",16.7,"1","0"
"1009","056220","2",0,30,"CA",53.8,"1","0"
"1010","056222","2",0,29,"CA",71.4,"1","0"
"1011","056225","1",0,30,"CA",17.5,"1","0"
"1012","056228","1",0,30,"CA",178.1,"1","0"
"1013","056229","1",0,29,"CA",0,"1","0"
"1014","056231","1",0,30,"CA",108.7,"1","0"
"1015","056234","1",0,30,"CA",129.6,"1","0"
"1016","056237","2",0,30,"CA",175.4,"1","0"
"1017","056238","2",0,30,"CA",122.6,"1","0"
"1018","056242","2",0,30,"CA",35.7,"1","0"
"1019","056243","1",0,30,"CA",0,"1","0"
"1020","056244","2",0,30,"CA",391.3,"1","0"
"1021","056245","1",0,30,"CA",0,"1","0"
"1022","056250","2",0,30,"CA",292.7,"1","0"
"1023","056253","2",0,30,"CA",66.7,"1","0"
"1024","056258","2",0,28,"CA",275.9,"1","0"
"1025","056259","1",0,30,"CA",54.1,"1","0"
"1026","056260","1",0,28,"CA",125,"1","0"
"1027","056261","1",0,30,"CA",196.7,"1","0"
"1028","056266","1",0,30,"CA",20,"1","0"
"1029","056267","1",0,30,"CA",98.6,"1","0"
"1030","056271","1",0,28,"CA",200,"1","0"
"1031","056272","2",0,30,"CA",0,"1","0"
"1032","056274","1",0,30,"CA",392.9,"1","0"
"1033","056279","1",0,30,"CA",250,"1","0"
"1034","056280","1",0,29,"CA",131.1,"1","0"
"1035","056281","1",0,30,"CA",375,"1","0"
"1036","056283","1",0,7,"CA",0,"1","0"
"1037","056286","1",0,9,"CA",0,"1","0"
"1038","056288","2",0,30,"CA",0,"1","0"
"1039","056291","2",0,29,"CA",47.1,"1","0"
"1040","056293","2",0,30,"CA",22.7,"1","0"
"1041","056294","1",0,30,"CA",0,"1","0"
"1042","056296","1",0,30,"CA",0,"1","0"
"1043","056298","1",0,30,"CA",0,"1","0"
"1044","056300","1",0,30,"CA",129,"1","0"
"1045","056301","2",0,30,"CA",272.7,"1","0"
"1046","056304","2",1,26,"CA",9.4,"1","1"
"1047","056308","2",0,30,"CA",0,"1","0"
"1048","056311","1",0,30,"CA",0,"1","0"
"1049","056313","1",0,30,"CA",121.6,"1","0"
"1050","056315","2",0,30,"CA",92.1,"1","0"
"1051","056316","1",0,30,"CA",125,"1","0"
"1052","056317","1",0,30,"CA",14.9,"1","0"
"1053","056321","2",1,27,"CA",318.2,"1","1"
"1054","056322","2",0,30,"CA",106.4,"1","0"
"1055","056324","2",0,29,"CA",157.9,"1","0"
"1056","056325","2",0,30,"CA",246.3,"1","0"
"1057","056326","2",0,30,"CA",94.1,"1","0"
"1058","056327","2",0,30,"CA",0,"1","0"
"1059","056328","1",0,30,"CA",325.6,"1","0"
"1060","056330","2",0,30,"CA",230.8,"1","0"
"1061","056331","1",0,29,"CA",238.1,"1","0"
"1062","056333","2",0,30,"CA",269.8,"1","0"
"1063","056334","2",0,30,"CA",38,"1","0"
"1064","056337","2",0,30,"CA",188.1,"1","0"
"1065","056338","1",0,30,"CA",133.3,"1","0"
"1066","056345","1",0,29,"CA",69,"1","0"
"1067","056346","2",0,30,"CA",39.5,"1","0"
"1068","056348","2",0,30,"CA",0,"1","0"
"1069","056350","1",0,30,"CA",0,"1","0"
"1070","056351","2",0,29,"CA",93.8,"1","0"
"1071","056353","1",0,30,"CA",0,"1","0"
"1072","056359","2",0,27,"CA",174.6,"1","0"
"1073","056360","1",0,30,"CA",111.1,"1","0"
"1074","056361","2",0,29,"CA",0,"1","0"
"1075","056362","1",0,30,"CA",90.9,"1","0"
"1076","056363","1",0,30,"CA",178.6,"1","0"
"1077","056365","1",0,30,"CA",153.8,"1","0"
"1078","056367","2",0,30,"CA",358.2,"1","0"
"1079","056370","1",0,30,"CA",192.3,"1","0"
"1080","056372","1",0,30,"CA",215.4,"1","0"
"1081","056376","2",0,30,"CA",44.4,"1","0"
"1082","056378","1",1,30,"CA",0,"1","1"
"1083","056379","1",0,24,"CA",15.4,"1","0"
