"","Federal Provider Number","facility_size","allshortages_ppe","allshortages_staff","Provider State","totdeaths_residents","anyshortage_staff","anyshortage_ppe"
"12614","535032","2",1,25,"WY",219.2,"1","1"
"12615","535033","1",0,23,"WY",22.7,"1","0"
"12616","535034","1",0,30,"WY",0,"1","0"
"12617","535036","1",0,30,"WY",0,"1","0"
"12618","535038","1",1,19,"WY",0,"1","1"
"12619","535039","1",0,29,"WY",0,"1","0"
"12620","535040","1",0,25,"WY",22.2,"1","0"
"12621","535042","2",0,30,"WY",288.5,"1","0"
"12622","535043","1",0,28,"WY",115.4,"1","0"
"12623","535048","1",0,29,"WY",183.7,"1","0"
"12624","535049","2",0,29,"WY",79.4,"1","0"
"12625","535051","1",0,0,"WY",0,"0","0"
"12626","535054","1",0,20,"WY",0,"1","0"
"12627","535056","1",0,25,"WY",60.6,"1","0"
"12628","53A002","1",0,23,"WY",0,"1","0"
"12629","555004","1",0,30,"CA",87,"1","0"
"12630","555010","1",0,30,"CA",0,"1","0"
"12631","555011","1",0,30,"CA",30.3,"1","0"
"12632","555012","1",0,30,"CA",32.3,"1","0"
"12633","555016","1",0,30,"CA",0,"1","0"
"12634","555017","2",0,30,"CA",150.8,"1","0"
"12635","555019","1",0,30,"CA",62.5,"1","0"
"12636","555020","2",0,30,"CA",2.8,"1","0"
"12637","555021","1",0,29,"CA",0,"1","0"
"12638","555022","1",0,30,"CA",222.2,"1","0"
"12639","555023","1",0,30,"CA",0,"1","0"
"12640","555025","1",0,30,"CA",95.2,"1","0"
"12641","555027","1",2,30,"CA",47.6,"1","1"
"12642","555028","1",0,29,"CA",0,"1","0"
"12643","555030","1",0,30,"CA",166.7,"1","0"
"12644","555034","2",0,30,"CA",15.9,"1","0"
"12645","555035","2",0,30,"CA",119,"1","0"
"12646","555039","1",0,30,"CA",0,"1","0"
"12647","555040","1",0,30,"CA",0,"1","0"
"12648","555045","1",0,29,"CA",0,"1","0"
"12649","555049","1",0,30,"CA",0,"1","0"
"12650","555053","1",0,29,"CA",162.2,"1","0"
"12651","555054","1",0,30,"CA",51.3,"1","0"
"12652","555055","1",0,30,"CA",63.8,"1","0"
"12653","555057","2",0,28,"CA",39.2,"1","0"
"12654","555060","2",0,30,"CA",283,"1","0"
"12655","555061","1",0,30,"CA",37,"1","0"
"12656","555065","1",0,30,"CA",363.6,"1","0"
"12657","555066","1",0,30,"CA",14.5,"1","0"
"12658","555067","1",0,30,"CA",0,"1","0"
"12659","555068","2",0,30,"CA",24.8,"1","0"
"12660","555069","2",0,30,"CA",0,"1","0"
"12661","555070","2",0,30,"CA",22.2,"1","0"
"12662","555071","1",0,30,"CA",271.2,"1","0"
"12663","555074","1",0,30,"CA",0,"1","0"
"12664","555076","2",0,30,"CA",35.6,"1","0"
"12665","555080","1",0,30,"CA",83.3,"1","0"
"12666","555081","1",0,30,"CA",88.2,"1","0"
"12667","555082","1",0,30,"CA",0,"1","0"
"12668","555083","1",0,28,"CA",60.6,"1","0"
"12669","555084","1",0,29,"CA",186,"1","0"
"12670","555085","1",0,30,"CA",27,"1","0"
"12671","555086","1",0,30,"CA",121.2,"1","0"
"12672","555088","1",0,30,"CA",69.8,"1","0"
"12673","555089","1",0,30,"CA",220.8,"1","0"
"12674","555090","2",0,30,"CA",0,"1","0"
"12675","555093","2",0,30,"CA",253.3,"1","0"
"12676","555095","2",0,30,"CA",0,"1","0"
"12677","555098","2",0,30,"CA",135.8,"1","0"
"12678","555099","2",0,27,"CA",252.8,"1","0"
"12679","555103","2",0,30,"CA",165.6,"1","0"
"12680","555104","2",0,29,"CA",209.3,"1","0"
"12681","555105","1",0,30,"CA",200,"1","0"
"12682","555106","1",0,30,"CA",24.4,"1","0"
"12683","555107","1",0,30,"CA",225.8,"1","0"
"12684","555108","1",0,30,"CA",0,"1","0"
"12685","555112","1",0,30,"CA",500,"1","0"
"12686","555113","1",0,30,"CA",0,"1","0"
"12687","555114","1",0,30,"CA",0,"1","0"
"12688","555115","1",0,30,"CA",125,"1","0"
"12689","555117","1",0,30,"CA",83.3,"1","0"
"12690","555118","2",0,27,"CA",82,"1","0"
"12691","555119","1",0,30,"CA",142.9,"1","0"
"12692","555120","1",0,27,"CA",51.7,"1","0"
"12693","555122","1",0,30,"CA",0,"1","0"
"12694","555125","1",0,30,"CA",360,"1","0"
"12695","555126","1",0,29,"CA",285.7,"1","0"
"12696","555127","1",0,30,"CA",0,"1","0"
"12697","555128","2",0,30,"CA",103.2,"1","0"
"12698","555130","2",0,30,"CA",157.9,"1","0"
"12699","555132","1",0,30,"CA",0,"1","0"
"12700","555134","1",0,30,"CA",59.7,"1","0"
"12701","555135","1",0,30,"CA",191.8,"1","0"
"12702","555136","1",0,30,"CA",0,"1","0"
"12703","555137","2",0,30,"CA",11.6,"1","0"
"12704","555139","2",0,30,"CA",209.7,"1","0"
"12705","555140","1",0,30,"CA",166.7,"1","0"
"12706","555141","1",0,30,"CA",0,"1","0"
"12707","555143","1",0,30,"CA",0,"1","0"
"12708","555144","1",0,30,"CA",0,"1","0"
"12709","555146","1",0,30,"CA",0,"1","0"
"12710","555147","2",0,30,"CA",9.5,"1","0"
"12711","555151","1",0,28,"CA",0,"1","0"
"12712","555153","2",0,30,"CA",103.8,"1","0"
"12713","555156","2",0,30,"CA",12.7,"1","0"
"12714","555158","2",0,28,"CA",395.3,"1","0"
"12715","555160","1",0,30,"CA",181.8,"1","0"
"12716","555161","2",0,30,"CA",136.4,"1","0"
"12717","555162","1",0,30,"CA",285.7,"1","0"
"12718","555163","2",0,30,"CA",138.9,"1","0"
"12719","555164","2",0,30,"CA",117.6,"1","0"
"12720","555165","1",1,30,"CA",0,"1","1"
"12721","555170","1",0,30,"CA",66.7,"1","0"
"12722","555179","1",0,30,"CA",43.5,"1","0"
"12723","555180","1",0,7,"CA",27.8,"1","0"
"12724","555184","1",0,30,"CA",0,"1","0"
"12725","555186","1",0,30,"CA",0,"1","0"
"12726","555189","1",0,30,"CA",363.6,"1","0"
"12727","555190","2",0,30,"CA",10.2,"1","0"
"12728","555195","1",0,30,"CA",138.3,"1","0"
"12729","555199","1",0,30,"CA",108.1,"1","0"
"12730","555200","1",0,29,"CA",39.5,"1","0"
"12731","555204","1",0,30,"CA",0,"1","0"
"12732","555206","2",0,29,"CA",0,"1","0"
"12733","555207","1",0,30,"CA",0,"1","0"
"12734","555208","2",0,30,"CA",137.9,"1","0"
"12735","555209","1",0,30,"CA",192.3,"1","0"
"12736","555211","1",0,30,"CA",69.4,"1","0"
"12737","555213","1",0,30,"CA",54.5,"1","0"
"12738","555214","1",0,28,"CA",154.9,"1","0"
"12739","555216","2",0,30,"CA",16.9,"1","0"
"12740","555217","1",0,27,"CA",62.5,"1","0"
"12741","555218","1",0,30,"CA",51.3,"1","0"
"12742","555219","1",0,30,"CA",51.7,"1","0"
"12743","555220","1",0,30,"CA",142.9,"1","0"
"12744","555221","1",0,29,"CA",0,"1","0"
"12745","555222","1",0,30,"CA",166.7,"1","0"
"12746","555223","1",0,29,"CA",0,"1","0"
"12747","555226","1",0,30,"CA",0,"1","0"
"12748","555227","1",0,30,"CA",0,"1","0"
"12749","555229","1",0,30,"CA",150,"1","0"
"12750","555231","1",0,30,"CA",47.6,"1","0"
"12751","555235","2",0,30,"CA",0,"1","0"
"12752","555235","1",0,30,"CA",0,"1","0"
"12753","555236","1",0,30,"CA",93.8,"1","0"
"12754","555237","1",0,28,"CA",0,"1","0"
"12755","555240","2",0,30,"CA",368.9,"1","0"
"12756","555244","1",0,30,"CA",0,"1","0"
"12757","555245","1",0,0,"CA",0,"0","0"
"12758","555246","2",0,27,"CA",337.5,"1","0"
"12759","555247","1",0,30,"CA",15.2,"1","0"
"12760","555249","2",0,30,"CA",210.2,"1","0"
"12761","555251","2",0,30,"CA",17.2,"1","0"
"12762","555254","2",0,27,"CA",0,"1","0"
"12763","555255","1",0,30,"CA",0,"1","0"
"12764","555256","2",0,30,"CA",95.2,"1","0"
"12765","555257","1",0,30,"CA",48.2,"1","0"
"12766","555258","1",0,30,"CA",0,"1","0"
"12767","555259","2",0,30,"CA",235.8,"1","0"
"12768","555260","1",0,30,"CA",175.7,"1","0"
"12769","555261","1",0,29,"CA",14.7,"1","0"
"12770","555263","1",0,30,"CA",0,"1","0"
"12771","555265","1",0,30,"CA",142.9,"1","0"
"12772","555266","1",0,29,"CA",145.8,"1","0"
"12773","555268","1",0,30,"CA",0,"1","0"
"12774","555272","1",0,30,"CA",69,"1","0"
"12775","555273","1",0,27,"CA",114.3,"1","0"
"12776","555276","1",0,30,"CA",0,"1","0"
"12777","555281","2",0,29,"CA",0,"1","0"
"12778","555283","1",0,30,"CA",35.7,"1","0"
"12779","555286","2",0,30,"CA",56.9,"1","0"
"12780","555287","2",1,30,"CA",62.5,"1","1"
"12781","555290","2",0,30,"CA",192.3,"1","0"
"12782","555292","1",0,29,"CA",0,"1","0"
"12783","555295","1",0,30,"CA",66.7,"1","0"
"12784","555296","1",0,30,"CA",0,"1","0"
"12785","555297","2",0,27,"CA",26.3,"1","0"
"12786","555301","2",0,29,"CA",0,"1","0"
"12787","555304","2",0,30,"CA",56.6,"1","0"
"12788","555306","1",0,30,"CA",31.7,"1","0"
"12789","555307","2",0,30,"CA",125,"1","0"
"12790","555308","2",0,30,"CA",0,"1","0"
"12791","555309","2",0,30,"CA",30.9,"1","0"
"12792","555312","1",0,30,"CA",0,"1","0"
"12793","555313","1",0,30,"CA",52.6,"1","0"
"12794","555316","2",0,30,"CA",0,"1","0"
"12795","555318","2",0,30,"CA",22.3,"1","0"
"12796","555319","1",0,30,"CA",47.6,"1","0"
"12797","555323","2",0,30,"CA",116.7,"1","0"
"12798","555326","2",0,30,"CA",0,"1","0"
"12799","555328","2",0,30,"CA",15.2,"1","0"
"12800","555329","1",0,28,"CA",102,"1","0"
"12801","555330","2",0,1,"CA",0,"1","0"
"12802","555331","1",0,30,"CA",0,"1","0"
"12803","555333","1",0,30,"CA",0,"1","0"
"12804","555336","2",0,30,"CA",351.1,"1","0"
"12805","555337","2",0,30,"CA",0,"1","0"
"12806","555338","1",0,30,"CA",285.7,"1","0"
"12807","555339","2",0,30,"CA",133.3,"1","0"
"12808","555340","2",0,30,"CA",142.9,"1","0"
"12809","555341","1",0,30,"CA",25,"1","0"
"12810","555342","1",0,30,"CA",31.3,"1","0"
"12811","555343","1",0,30,"CA",18.5,"1","0"
"12812","555344","2",0,30,"CA",47.6,"1","0"
"12813","555347","1",0,29,"CA",0,"1","0"
"12814","555348","1",0,30,"CA",283.3,"1","0"
"12815","555349","2",0,30,"CA",0,"1","0"
"12816","555350","2",0,30,"CA",15,"1","0"
"12817","555352","2",0,30,"CA",0,"1","0"
"12818","555353","1",0,30,"CA",0,"1","0"
"12819","555354","1",0,30,"CA",95.2,"1","0"
"12820","555355","1",0,30,"CA",105.3,"1","0"
"12821","555356","2",0,28,"CA",14.5,"1","0"
"12822","555358","2",0,30,"CA",0,"1","0"
"12823","555362","1",0,30,"CA",0,"1","0"
"12824","555363","1",0,30,"CA",0,"1","0"
"12825","555364","1",0,30,"CA",34.5,"1","0"
"12826","555365","1",0,30,"CA",153.8,"1","0"
"12827","555368","1",0,30,"CA",0,"1","0"
"12828","555371","2",0,29,"CA",0,"1","0"
"12829","555374","1",0,30,"CA",38.5,"1","0"
"12830","555375","2",0,30,"CA",37.9,"1","0"
"12831","555376","1",0,30,"CA",28.6,"1","0"
"12832","555379","1",0,30,"CA",159.4,"1","0"
"12833","555380","1",0,30,"CA",0,"1","0"
"12834","555381","2",0,30,"CA",0,"1","0"
"12835","555381","1",0,30,"CA",0,"1","0"
"12836","555383","1",0,30,"CA",0,"1","0"
"12837","555387","1",0,30,"CA",166.7,"1","0"
"12838","555388","2",0,30,"CA",16.3,"1","0"
"12839","555390","1",0,30,"CA",0,"1","0"
"12840","555391","1",0,30,"CA",0,"1","0"
"12841","555394","2",0,30,"CA",0,"1","0"
"12842","555395","2",0,30,"CA",31.3,"1","0"
"12843","555396","1",0,30,"CA",0,"1","0"
"12844","555397","2",0,30,"CA",123.7,"1","0"
"12845","555398","1",0,29,"CA",193.5,"1","0"
"12846","555399","1",0,30,"CA",47.6,"1","0"
"12847","555400","2",0,29,"CA",168.3,"1","0"
"12848","555403","1",0,30,"CA",294.1,"1","0"
"12849","555404","1",0,30,"CA",0,"1","0"
"12850","555410","1",0,30,"CA",175,"1","0"
"12851","555416","2",0,30,"CA",80,"1","0"
"12852","555417","1",0,30,"CA",600,"1","0"
"12853","555418","1",0,28,"CA",57.7,"1","0"
"12854","555420","1",0,30,"CA",119,"1","0"
"12855","555421","2",0,30,"CA",0,"1","0"
"12856","555424","1",0,30,"CA",0,"1","0"
"12857","555425","2",0,30,"CA",0,"1","0"
"12858","555426","1",0,30,"CA",0,"1","0"
"12859","555427","2",0,0,"CA",0,"0","0"
"12860","555429","1",0,30,"CA",0,"1","0"
"12861","555430","2",0,30,"CA",23.5,"1","0"
"12862","555431","2",0,30,"CA",38.3,"1","0"
"12863","555432","1",0,30,"CA",150.9,"1","0"
"12864","555433","1",0,30,"CA",0,"1","0"
"12865","555435","2",0,25,"CA",39.2,"1","0"
"12866","555438","2",0,30,"CA",283.9,"1","0"
"12867","555441","1",0,30,"CA",0,"1","0"
"12868","555442","2",0,30,"CA",11.2,"1","0"
"12869","555443","2",0,30,"CA",48.2,"1","0"
"12870","555444","2",0,27,"CA",0,"1","0"
"12871","555445","1",0,30,"CA",113.2,"1","0"
"12872","555446","2",0,30,"CA",20.8,"1","0"
"12873","555450","2",0,30,"CA",31.6,"1","0"
"12874","555450","1",0,30,"CA",31.6,"1","0"
"12875","555456","2",0,30,"CA",70.8,"1","0"
"12876","555458","1",0,30,"CA",0,"1","0"
"12877","555459","2",0,30,"CA",86.2,"1","0"
"12878","555461","1",0,30,"CA",0,"1","0"
"12879","555462","1",0,30,"CA",0,"1","0"
"12880","555463","1",0,30,"CA",83.3,"1","0"
"12881","555466","1",0,30,"CA",0,"1","0"
"12882","555467","1",0,30,"CA",0,"1","0"
"12883","555468","1",0,30,"CA",0,"1","0"
"12884","555470","2",0,30,"CA",40.7,"1","0"
"12885","555472","1",0,16,"CA",0,"1","0"
"12886","555473","2",0,30,"CA",296.9,"1","0"
"12887","555476","1",0,29,"CA",127.7,"1","0"
"12888","555478","2",0,30,"CA",64,"1","0"
"12889","555479","2",0,30,"CA",0,"1","0"
"12890","555483","1",0,30,"CA",129.6,"1","0"
"12891","555485","1",0,30,"CA",0,"1","0"
"12892","555486","2",0,30,"CA",15.2,"1","0"
"12893","555487","2",0,28,"CA",19,"1","0"
"12894","555490","1",0,30,"CA",31.7,"1","0"
"12895","555494","1",0,30,"CA",294.7,"1","0"
"12896","555496","1",0,29,"CA",160.7,"1","0"
"12897","555499","1",0,29,"CA",147.1,"1","0"
"12898","555503","1",0,30,"CA",58.8,"1","0"
"12899","555513","2",0,30,"CA",0,"1","0"
"12900","555514","1",0,30,"CA",0,"1","0"
"12901","555515","1",0,30,"CA",0,"1","0"
"12902","555516","1",0,30,"CA",0,"1","0"
"12903","555517","1",0,30,"CA",21.7,"1","0"
"12904","555519","1",0,30,"CA",0,"1","0"
"12905","555520","2",0,30,"CA",105.3,"1","0"
"12906","555521","1",0,29,"CA",0,"1","0"
"12907","555522","1",0,30,"CA",12.2,"1","0"
"12908","555524","1",0,30,"CA",29.4,"1","0"
"12909","555527","1",0,30,"CA",76.9,"1","0"
"12910","555530","1",0,29,"CA",43.5,"1","0"
"12911","555533","1",0,30,"CA",193.5,"1","0"
"12912","555535","1",0,30,"CA",127,"1","0"
"12913","555536","1",0,29,"CA",287.5,"1","0"
"12914","555538","1",0,29,"CA",193.5,"1","0"
"12915","555542","1",0,13,"CA",0,"1","0"
"12916","555545","1",0,30,"CA",0,"1","0"
"12917","555547","1",0,30,"CA",33.3,"1","0"
"12918","555554","1",0,30,"CA",73.2,"1","0"
"12919","555555","1",0,30,"CA",76.9,"1","0"
"12920","555557","1",0,28,"CA",243.2,"1","0"
"12921","555565","2",0,29,"CA",30.6,"1","0"
"12922","555566","2",0,28,"CA",38.8,"1","0"
"12923","555567","1",0,30,"CA",0,"1","0"
"12924","555572","1",0,30,"CA",0,"1","0"
"12925","555574","2",0,30,"CA",141.2,"1","0"
"12926","555578","1",0,29,"CA",0,"1","0"
"12927","555579","2",0,30,"CA",164.8,"1","0"
"12928","555583","2",0,28,"CA",39.5,"1","0"
"12929","555585","2",0,30,"CA",18.3,"1","0"
"12930","555588","1",0,30,"CA",41.7,"1","0"
"12931","555589","1",0,30,"CA",0,"1","0"
"12932","555590","1",0,30,"CA",0,"1","0"
"12933","555595","1",0,28,"CA",116.3,"1","0"
"12934","555596","1",0,30,"CA",0,"1","0"
"12935","555599","1",0,30,"CA",0,"1","0"
"12936","555605","1",0,30,"CA",185.2,"1","0"
"12937","555609","1",0,30,"CA",27.8,"1","0"
"12938","555610","1",0,30,"CA",0,"1","0"
"12939","555611","1",0,26,"CA",89.7,"1","0"
"12940","555613","1",0,30,"CA",55.6,"1","0"
"12941","555616","1",0,30,"CA",0,"1","0"
"12942","555619","1",0,30,"CA",19.2,"1","0"
"12943","555623","1",0,21,"CA",0,"1","0"
"12944","555625","1",0,30,"CA",37,"1","0"
"12945","555630","1",1,29,"CA",135.6,"1","1"
"12946","555634","1",0,30,"CA",0,"1","0"
"12947","555635","1",1,30,"CA",0,"1","1"
"12948","555638","1",0,30,"CA",0,"1","0"
"12949","555639","1",0,30,"CA",0,"1","0"
"12950","555642","1",0,30,"CA",0,"1","0"
"12951","555645","1",0,8,"CA",23.8,"1","0"
"12952","555649","1",0,30,"CA",0,"1","0"
"12953","555650","1",0,30,"CA",421.1,"1","0"
"12954","555651","1",0,30,"CA",166.7,"1","0"
"12955","555652","2",0,30,"CA",136.4,"1","0"
"12956","555654","1",0,30,"CA",0,"1","0"
"12957","555657","1",0,30,"CA",18.5,"1","0"
"12958","555658","1",0,30,"CA",686.3,"1","0"
"12959","555659","2",0,30,"CA",16.8,"1","0"
"12960","555660","1",0,30,"CA",0,"1","0"
"12961","555663","1",0,30,"CA",131.1,"1","0"
"12962","555667","2",0,30,"CA",128.2,"1","0"
"12963","555671","1",0,30,"CA",93.8,"1","0"
"12964","555673","2",0,30,"CA",0,"1","0"
"12965","555677","1",0,30,"CA",87,"1","0"
"12966","555682","1",0,30,"CA",0,"1","0"
"12967","555684","1",0,30,"CA",17.9,"1","0"
"12968","555686","2",0,30,"CA",7.8,"1","0"
"12969","555688","2",0,30,"CA",76.3,"1","0"
"12970","555690","1",0,30,"CA",71.4,"1","0"
"12971","555692","1",0,12,"CA",66.7,"1","0"
"12972","555694","1",0,30,"CA",0,"1","0"
"12973","555698","1",0,30,"CA",0,"1","0"
"12974","555700","2",3,30,"CA",166.7,"1","1"
"12975","555701","1",0,30,"CA",31.3,"1","0"
"12976","555702","2",0,27,"CA",136.8,"1","0"
"12977","555703","1",0,30,"CA",222.2,"1","0"
"12978","555706","1",0,30,"CA",106.4,"1","0"
"12979","555707","2",0,30,"CA",88.2,"1","0"
"12980","555709","1",0,30,"CA",0,"1","0"
"12981","555711","1",0,30,"CA",225,"1","0"
"12982","555712","1",0,28,"CA",119,"1","0"
"12983","555713","2",0,30,"CA",16.9,"1","0"
"12984","555715","1",0,30,"CA",83.3,"1","0"
"12985","555716","1",0,30,"CA",214.3,"1","0"
"12986","555717","2",0,28,"CA",98.8,"1","0"
"12987","555718","1",0,29,"CA",214.3,"1","0"
"12988","555719","2",0,30,"CA",96.8,"1","0"
"12989","555723","2",0,16,"CA",52.2,"1","0"
"12990","555726","1",0,29,"CA",100,"1","0"
"12991","555727","1",0,30,"CA",29.4,"1","0"
"12992","555728","1",0,30,"CA",90.9,"1","0"
"12993","555729","2",0,30,"CA",92.3,"1","0"
"12994","555730","1",0,30,"CA",0,"1","0"
"12995","555731","2",0,30,"CA",142.9,"1","0"
"12996","555732","1",0,30,"CA",12.8,"1","0"
"12997","555733","2",0,30,"CA",151.8,"1","0"
"12998","555734","1",0,30,"CA",0,"1","0"
"12999","555735","1",0,30,"CA",0,"1","0"
"13000","555736","2",0,30,"CA",7,"1","0"
"13001","555737","1",0,29,"CA",0,"1","0"
"13002","555738","2",0,30,"CA",116.9,"1","0"
"13003","555739","1",0,30,"CA",217.4,"1","0"
"13004","555740","1",0,30,"CA",300,"1","0"
"13005","555742","1",0,25,"CA",15.4,"1","0"
"13006","555744","2",0,30,"CA",0,"1","0"
"13007","555745","1",0,30,"CA",0,"1","0"
"13008","555746","1",0,30,"CA",200,"1","0"
"13009","555747","2",0,30,"CA",11,"1","0"
"13010","555748","1",0,30,"CA",0,"1","0"
"13011","555749","1",0,30,"CA",0,"1","0"
"13012","555751","2",0,30,"CA",0,"1","0"
"13013","555753","1",0,30,"CA",0,"1","0"
"13014","555754","2",0,29,"CA",20.8,"1","0"
"13015","555755","1",0,30,"CA",12.7,"1","0"
"13016","555757","1",0,29,"CA",0,"1","0"
"13017","555758","1",0,30,"CA",0,"1","0"
"13018","555762","1",0,30,"CA",0,"1","0"
"13019","555763","1",0,30,"CA",0,"1","0"
"13020","555764","1",0,30,"CA",0,"1","0"
"13021","555765","2",0,30,"CA",94.8,"1","0"
"13022","555766","1",0,30,"CA",33.3,"1","0"
"13023","555767","1",0,30,"CA",0,"1","0"
"13024","555768","1",0,30,"CA",0,"1","0"
"13025","555769","1",0,30,"CA",0,"1","0"
"13026","555770","2",0,30,"CA",0,"1","0"
"13027","555771","2",0,29,"CA",59.7,"1","0"
"13028","555772","1",0,28,"CA",333.3,"1","0"
"13029","555773","1",0,29,"CA",181.8,"1","0"
"13030","555775","1",0,30,"CA",250,"1","0"
"13031","555776","1",0,28,"CA",270.8,"1","0"
"13032","555777","1",0,30,"CA",285.7,"1","0"
"13033","555779","2",0,30,"CA",29.9,"1","0"
"13034","555780","1",0,30,"CA",183.1,"1","0"
"13035","555781","1",0,30,"CA",92.1,"1","0"
"13036","555785","1",0,30,"CA",0,"1","0"
"13037","555786","1",0,30,"CA",166.7,"1","0"
"13038","555787","1",0,30,"CA",0,"1","0"
"13039","555790","1",0,30,"CA",260,"1","0"
"13040","555791","1",0,30,"CA",90.9,"1","0"
"13041","555792","1",0,30,"CA",27.4,"1","0"
"13042","555793","1",0,30,"CA",0,"1","0"
"13043","555794","1",0,30,"CA",17.2,"1","0"
"13044","555795","2",0,30,"CA",0,"1","0"
"13045","555796","1",0,30,"CA",30.3,"1","0"
"13046","555797","1",0,30,"CA",95.7,"1","0"
"13047","555798","2",0,30,"CA",0,"1","0"
"13048","555798","1",0,30,"CA",0,"1","0"
"13049","555801","1",0,30,"CA",111.1,"1","0"
"13050","555802","1",0,30,"CA",0,"1","0"
"13051","555804","2",0,30,"CA",232.6,"1","0"
"13052","555805","1",0,30,"CA",0,"1","0"
"13053","555806","1",0,30,"CA",0,"1","0"
"13054","555808","2",0,30,"CA",11.4,"1","0"
"13055","555809","1",0,30,"CA",0,"1","0"
"13056","555811","1",0,30,"CA",0,"1","0"
"13057","555813","1",0,29,"CA",0,"1","0"
"13058","555814","2",0,30,"CA",41.3,"1","0"
"13059","555815","1",0,30,"CA",0,"1","0"
"13060","555816","1",0,30,"CA",200,"1","0"
"13061","555819","1",0,30,"CA",20,"1","0"
"13062","555820","1",0,30,"CA",166.7,"1","0"
"13063","555822","2",0,30,"CA",156.3,"1","0"
"13064","555823","2",0,28,"CA",115.4,"1","0"
"13065","555825","1",0,30,"CA",216.2,"1","0"
"13066","555826","1",0,30,"CA",0,"1","0"
"13067","555827","2",0,29,"CA",90,"1","0"
"13068","555830","2",0,30,"CA",58.8,"1","0"
"13069","555831","1",0,29,"CA",12.7,"1","0"
"13070","555832","1",0,30,"CA",666.7,"1","0"
"13071","555834","1",0,30,"CA",0,"1","0"
"13072","555835","1",0,30,"CA",80,"1","0"
"13073","555836","1",0,30,"CA",0,"1","0"
"13074","555838","1",0,30,"CA",0,"1","0"
"13075","555839","1",0,30,"CA",0,"1","0"
"13076","555841","1",0,30,"CA",0,"1","0"
"13077","555842","1",0,30,"CA",0,"1","0"
"13078","555843","2",0,30,"CA",15.9,"1","0"
"13079","555844","2",0,30,"CA",70.9,"1","0"
"13080","555846","2",0,30,"CA",105,"1","0"
"13081","555848","2",0,30,"CA",40.8,"1","0"
"13082","555849","1",0,29,"CA",250,"1","0"
"13083","555850","1",0,30,"CA",0,"1","0"
"13084","555851","1",0,30,"CA",0,"1","0"
"13085","555852","2",0,30,"CA",116.9,"1","0"
"13086","555853","1",0,30,"CA",0,"1","0"
"13087","555854","1",0,30,"CA",27,"1","0"
"13088","555855","1",0,30,"CA",0,"1","0"
"13089","555856","1",0,30,"CA",0,"1","0"
"13090","555857","1",0,30,"CA",0,"1","0"
"13091","555859","1",0,30,"CA",0,"1","0"
"13092","555861","1",0,30,"CA",24.4,"1","0"
"13093","555862","1",0,30,"CA",0,"1","0"
"13094","555866","1",0,30,"CA",137.9,"1","0"
"13095","555867","1",0,30,"CA",0,"1","0"
"13096","555869","1",0,30,"CA",350,"1","0"
"13097","555870","1",0,30,"CA",0,"1","0"
"13098","555871","1",0,30,"CA",0,"1","0"
"13099","555872","1",0,30,"CA",0,"1","0"
"13100","555873","1",0,30,"CA",0,"1","0"
"13101","555874","1",0,30,"CA",0,"1","0"
"13102","555875","2",0,30,"CA",20.2,"1","0"
"13103","555876","1",0,30,"CA",0,"1","0"
"13104","555877","2",0,30,"CA",0,"1","0"
"13105","555878","1",0,24,"CA",0,"1","0"
"13106","555879","1",0,30,"CA",0,"1","0"
"13107","555880","1",0,30,"CA",12.3,"1","0"
"13108","555881","1",0,30,"CA",0,"1","0"
"13109","555883","1",0,30,"CA",0,"1","0"
"13110","555884","1",0,30,"CA",0,"1","0"
"13111","555885","1",0,30,"CA",0,"1","0"
"13112","555887","1",0,30,"CA",0,"1","0"
"13113","555888","1",0,30,"CA",0,"1","0"
"13114","555889","1",0,30,"CA",81.1,"1","0"
"13115","555890","1",0,29,"CA",21.7,"1","0"
"13116","555891","1",0,30,"CA",21.3,"1","0"
"13117","555892","1",0,29,"CA",0,"1","0"
"13118","555893","1",0,30,"CA",0,"1","0"
"13119","555895","1",0,30,"CA",24.4,"1","0"
"13120","555896","1",0,29,"CA",100,"1","0"
"13121","555897","1",0,30,"CA",0,"1","0"
"13122","555898","1",0,29,"CA",583.3,"1","0"
"13123","555899","1",0,28,"CA",222.2,"1","0"
"13124","555900","2",0,30,"CA",0,"1","0"
"13125","555901","2",0,30,"CA",55.6,"1","0"
"13126","555902","2",0,30,"CA",157.9,"1","0"
"13127","555903","1",0,30,"CA",310.3,"1","0"
"13128","555904","2",0,30,"CA",61,"1","0"
"13129","555906","1",0,30,"CA",0,"1","0"
"13130","555907","1",0,30,"CA",100,"1","0"
"13131","555908","2",0,30,"CA",150,"1","0"
"13132","555910","1",0,30,"CA",0,"1","0"
"13133","555911","1",0,30,"CA",125,"1","0"
"13134","555912","2",0,30,"CA",0,"1","0"
"13135","555913","1",0,30,"CA",0,"1","0"
"13136","555914","1",0,30,"CA",0,"1","0"
"13137","555915","2",0,30,"CA",0,"1","0"
"13138","555916","1",0,30,"CA",0,"1","0"
"13139","555917","2",0,30,"CA",17.8,"1","0"
"13140","555918","1",0,30,"CA",55.6,"1","0"
"13141","555921","1",0,30,"CA",0,"1","0"
"13142","655000","1",0,30,"GU",0,"1","0"
"13143","675001","2",0,30,"TX",0,"1","0"
"13144","675002","2",1,16,"TX",192.8,"1","1"
"13145","675004","2",0,30,"TX",31.7,"1","0"
"13146","675008","2",0,30,"TX",0,"1","0"
"13147","675009","1",0,30,"TX",0,"1","0"
"13148","675011","1",0,30,"TX",583.3,"1","0"
